827.09589	677234	
827.10413	659326	
827.11243	647908	
827.12073	643058	
827.12897	626957	
827.13727	630799	
827.14557	608957	
827.15387	643310	
827.16211	632598	
827.17041	621574	
827.17871	632927	
827.18701	623352	
827.19525	620052	
827.20355	598363	
827.21185	596098	
827.22009	590102	
827.22839	608171	
827.23669	602614	
827.245	590539	
827.25323	579691	
827.26154	575216	
827.26984	609402	
827.27808	591851	
827.28638	583328	
827.29468	576292	
827.30292	586673	
827.31122	574932	
827.31952	596292	
827.32776	578846	
827.33606	588104	
827.34436	568764	
827.35266	576125	
827.3609	589660	
827.3692	572679	
827.3775	579850	
827.38574	573118	
827.39404	567348	
827.40234	591126	
827.41058	562720	
827.41888	579775	
827.42719	554909	
827.43542	571408	
827.44373	551077	
827.45203	556455	
827.46027	553438	
827.46857	549973	
827.47687	568903	
827.48511	572663	
827.49341	556189	
827.50165	566911	
827.50995	561506	
827.51825	582915	
827.52649	558278	
827.53479	574103	
827.54309	553995	
827.55133	559093	
827.55963	569874	
827.56793	574240	
827.57617	578866	
827.58447	587423	
827.59271	559681	
827.60101	563332	
827.60931	568355	
827.61755	569022	
827.62585	554935	
827.63409	557581	
827.6424	576334	
827.6507	556546	
827.65894	539705	
827.66724	558804	
827.67548	554739	
827.68378	559548	
827.69208	552625	
827.70032	554951	
827.70862	547885	
827.71686	535491	
827.72516	557210	
827.73346	540999	
827.7417	545218	
827.75	532573	
827.75824	544460	
827.76654	524757	
827.77484	535790	
827.78308	519584	
827.79138	518366	
827.79962	501476	
827.80792	516507	
827.81616	497285	
827.82446	503864	
827.83276	500706	
827.841	478699	
827.8493	486845	
827.85754	488412	
827.86584	452939	
827.87408	463972	
827.88239	458570	
827.89063	445605	
827.89893	461722	
827.90717	454687	
827.91547	450209	
827.92377	462326	
827.93201	462397	
827.94031	452705	
827.94855	457777	
827.95685	447101	
827.96509	451554	
827.97339	439037	
827.98163	447363	
827.98993	456486	
827.99817	461725	
828.00647	449665	
828.01471	460044	
828.02301	452966	
828.03125	464498	
828.03955	453895	
828.04779	461273	
828.05609	466183	
828.06433	482036	
828.07263	462836	
828.08087	469258	
828.08917	471958	
828.09741	467468	
828.10571	481147	
828.11395	477486	
828.12225	471890	
828.13049	501139	
828.13879	474052	
828.14703	495769	
828.15533	483645	
828.16357	483143	
828.17188	477700	
828.18011	487086	
828.18842	489665	
828.19666	492585	
828.20496	481488	
828.2132	497920	
828.2215	509560	
828.22974	487311	
828.23804	508665	
828.24628	519096	
828.25452	506374	
828.26282	511900	
828.27106	518367	
828.27936	482632	
828.2876	476120	
828.2959	496503	
828.30414	476165	
828.31244	516337	
828.32068	490627	
828.32898	492600	
828.33722	520059	
828.34546	495910	
828.35376	500647	
828.362	498125	
828.3703	509997	
828.37854	511875	
828.38684	519968	
828.39508	515553	
828.40332	517903	
828.41162	511216	
828.41986	493065	
828.42816	505922	
828.4364	524334	
828.44464	526170	
828.45294	501307	
828.46118	503915	
828.46948	495034	
828.47772	501614	
828.48602	509945	
828.49426	498621	
828.5025	493822	
828.5108	510448	
828.51904	499372	
828.52728	506615	
828.53558	502064	
828.54382	522149	
828.55212	489866	
828.56036	507532	
828.5686	526133	
828.5769	511946	
828.58514	499705	
828.59344	500449	
828.60168	521528	
828.60992	526111	
828.61823	498814	
828.62646	498366	
828.6347	519742	
828.64301	503218	
828.65125	483498	
828.65948	488724	
828.66779	511999	
828.67603	501999	
828.68433	510848	
828.69257	513594	
828.70081	514845	
828.70911	514099	
828.71735	501887	
828.72559	505644	
828.73389	497379	
828.74213	503405	
828.75037	497345	
828.75867	507499	
828.76691	507306	
828.77515	512448	
828.78345	508847	
828.79169	517868	
828.79993	515905	
828.80823	514049	
828.81647	532114	
828.82471	507862	
828.83301	523053	
828.84125	531545	
828.84949	484248	
828.85773	486844	
828.86603	492139	
828.87427	499994	
828.88251	503398	
828.89081	511050	
828.89905	511797	
828.90729	505852	
828.91559	508656	
828.92383	507967	
828.93207	490920	
828.94031	490976	
828.94861	518326	
828.95685	494155	
828.96509	493773	
828.97339	512629	
828.98163	514521	
828.98987	519528	
828.99811	519841	
829.00641	521915	
829.01465	506754	
829.02289	507041	
829.03113	506195	
829.03943	513503	
829.04767	512078	
829.05591	499606	
829.06421	495938	
829.07245	503057	
829.08069	514455	
829.08893	503798	
829.09723	510993	
829.10547	504958	
829.11371	508383	
829.12195	506185	
829.13025	493594	
829.13849	511779	
829.14673	499496	
829.15497	482466	
829.16321	516136	
829.17151	495773	
829.17975	486617	
829.18799	503309	
829.19623	497022	
829.20453	493177	
829.21277	513808	
829.22101	491034	
829.22925	513671	
829.23749	486923	
829.24579	496357	
829.25403	504993	
829.26227	507273	
829.27051	506329	
829.27881	494761	
829.28705	499960	
829.29529	499185	
829.30353	513133	
829.31177	494369	
829.32007	511236	
829.32831	477372	
829.33655	509877	
829.34479	486234	
829.35303	488695	
829.36127	487376	
829.36957	495822	
829.37781	497587	
829.38605	480598	
829.39429	497300	
829.40253	507164	
829.41083	506179	
829.41907	485105	
829.42731	504481	
829.43555	510809	
829.44379	493552	
829.45203	481211	
829.46033	479243	
829.46857	469020	
829.47681	488682	
829.48505	489325	
829.49329	491811	
829.50153	471764	
829.50977	479343	
829.51807	478840	
829.52631	476977	
829.53455	501342	
829.54279	487043	
829.55103	477232	
829.55927	476000	
829.5675	482924	
829.57581	490608	
829.58405	487577	
829.59229	485502	
829.60052	486132	
829.60876	469517	
829.617	468477	
829.62524	469002	
829.63348	470523	
829.64178	476900	
829.65002	481766	
829.65826	472482	
829.6665	461674	
829.67474	471153	
829.68298	468061	
829.69122	466077	
829.69946	464526	
829.7077	456481	
829.71594	495611	
829.72424	479200	
829.73248	461809	
829.74072	478624	
829.74896	486868	
829.7572	477353	
829.76544	477005	
829.77368	483740	
829.78192	465949	
829.79016	462290	
829.7984	465893	
829.80664	486065	
829.81488	473003	
829.82318	467351	
829.83142	478835	
829.83966	463461	
829.8479	475402	
829.85614	474859	
829.86438	476831	
829.87262	470345	
829.88086	470598	
829.8891	467316	
829.89734	458276	
829.90558	449175	
829.91382	471608	
829.92206	484584	
829.9303	466105	
829.93854	476124	
829.94678	474398	
829.95502	496132	
829.96326	467101	
829.9715	485532	
829.9798	463836	
829.98804	475436	
829.99628	452394	
830.00452	476552	
830.01276	465970	
830.021	453598	
830.02924	466463	
830.03748	468316	
830.04572	469826	
830.05396	478120	
830.06219	469983	
830.07043	481053	
830.07867	479733	
830.08691	472329	
830.09515	466063	
830.10339	479878	
830.11163	460046	
830.11987	450332	
830.12811	464941	
830.13635	465661	
830.14459	468403	
830.15283	450106	
830.16107	440966	
830.16931	470540	
830.17755	460960	
830.18579	454389	
830.19403	463665	
830.20227	460656	
830.21051	467105	
830.21875	450353	
830.22699	458753	
830.23517	455499	
830.24341	457164	
830.25165	469616	
830.25989	464428	
830.26813	447515	
830.27637	457844	
830.28461	463727	
830.29285	461638	
830.30109	456830	
830.30933	452030	
830.31757	469919	
830.32581	470497	
830.33405	474728	
830.34229	461661	
830.35052	448585	
830.35876	483615	
830.367	463259	
830.37524	479881	
830.38348	464292	
830.39166	470450	
830.3999	458144	
830.40814	457972	
830.41638	465177	
830.42462	468039	
830.43286	471612	
830.4411	456465	
830.44934	454656	
830.45758	476346	
830.46582	494931	
830.47406	489450	
830.4823	508138	
830.49048	490458	
830.49872	484452	
830.50696	489035	
830.5152	497781	
830.52344	500486	
830.53168	509059	
830.53992	489083	
830.54816	491855	
830.5564	496536	
830.56464	486942	
830.57281	482304	
830.58105	506148	
830.58929	492033	
830.59753	479470	
830.60577	465695	
830.61401	475301	
830.62225	453557	
830.63049	463879	
830.63867	457789	
830.64691	458341	
830.65515	479803	
830.66339	458588	
830.67163	457493	
830.67987	461659	
830.68811	462729	
830.69629	454525	
830.70453	462745	
830.71277	461395	
830.72101	454168	
830.72925	444308	
830.73749	443030	
830.74567	455964	
830.75391	435447	
830.76215	457294	
830.77039	464892	
830.77863	453328	
830.78687	470938	
830.7951	460527	
830.80328	460328	
830.81152	447453	
830.81976	469920	
830.828	460758	
830.83624	460853	
830.84442	449316	
830.85266	471381	
830.8609	479441	
830.86914	474635	
830.87738	461014	
830.88556	452721	
830.8938	481595	
830.90204	450050	
830.91028	489083	
830.91852	480507	
830.9267	471276	
830.93494	470874	
830.94318	474599	
830.95142	474695	
830.95966	479265	
830.96783	483209	
830.97607	461607	
830.98431	465046	
830.99255	452386	
831.00079	448332	
831.00897	467982	
831.01721	479638	
831.02545	461148	
831.03369	455975	
831.04187	484788	
831.05011	465077	
831.05835	455919	
831.06659	466215	
831.07477	450836	
831.08301	476680	
831.09125	471496	
831.09949	460389	
831.10767	442031	
831.11591	460738	
831.12415	454377	
831.13239	444217	
831.14056	459392	
831.1488	472272	
831.15704	470473	
831.16528	447387	
831.17346	469880	
831.1817	462072	
831.18994	469570	
831.19818	468497	
831.20636	455891	
831.2146	449603	
831.22284	433654	
831.23102	454853	
831.23926	457891	
831.2475	459267	
831.25574	451202	
831.26392	453701	
831.27216	442234	
831.2804	448580	
831.28857	441009	
831.29681	447107	
831.30505	450830	
831.31329	433957	
831.32147	441684	
831.32971	450278	
831.33795	470023	
831.34613	466706	
831.35437	461717	
831.36261	458753	
831.37079	458098	
831.37903	453547	
831.38727	457107	
831.39545	457964	
831.40369	446094	
831.41193	434941	
831.4201	440033	
831.42834	441966	
831.43658	432582	
831.44476	435449	
831.453	431219	
831.46124	448507	
831.46942	476194	
831.47766	431191	
831.4859	443010	
831.49408	449346	
831.50232	460683	
831.51056	439055	
831.51874	433243	
831.52698	444684	
831.53522	435269	
831.5434	437076	
831.55164	444874	
831.55988	441574	
831.56805	440128	
831.57629	436104	
831.58447	444570	
831.59271	440578	
831.60095	444082	
831.60913	440460	
831.61737	438774	
831.62561	433617	
831.63379	454800	
831.64203	436019	
831.65021	449770	
831.65845	434246	
831.66669	452075	
831.67487	443454	
831.68311	431184	
831.69135	455118	
831.69952	423334	
831.70776	418384	
831.71594	420671	
831.72418	406915	
831.73236	409816	
831.7406	433791	
831.74884	422774	
831.75702	432949	
831.76526	435759	
831.77344	430056	
831.78168	438029	
831.78992	435351	
831.7981	426076	
831.80634	434903	
831.81451	432692	
831.82275	437685	
831.83093	416649	
831.83917	425021	
831.84741	431672	
831.85559	437176	
831.86383	444211	
831.87201	422256	
831.88025	430573	
831.88843	430947	
831.89667	433868	
831.90491	419725	
831.91309	423207	
