173.671616	8315.000000	8356.000000	8224.000000	7822.000000	8057.000000	7299.000000	7328.000000	7612.000000	7631.000000	8800.000000	8853.000000	8686.000000	8700.000000	8722.000000	9110.000000	8263.000000	7703.000000	7733.000000	7798.000000	8369.000000	8448.000000	8694.000000	8899.000000	9388.000000	9545.000000
173.801880	9121.000000	8918.000000	8922.000000	8515.000000	8748.000000	7811.000000	7775.000000	8242.000000	8231.000000	9552.000000	9689.000000	9607.000000	9582.000000	9630.000000	10005.000000	8995.000000	8325.000000	8369.000000	8398.000000	9122.000000	9241.000000	9524.000000	9688.000000	10334.000000	10470.000000
173.932159	9360.000000	9284.000000	9158.000000	8732.000000	9019.000000	8016.000000	7938.000000	8389.000000	8550.000000	9876.000000	10091.000000	9974.000000	9950.000000	9989.000000	10449.000000	9390.000000	8632.000000	8621.000000	8636.000000	9439.000000	9578.000000	9924.000000	10120.000000	10679.000000	10917.000000
174.062439	10001.000000	9948.000000	9911.000000	9456.000000	9719.000000	8739.000000	8727.000000	9291.000000	9416.000000	10758.000000	10960.000000	10944.000000	10763.000000	10960.000000	11365.000000	10320.000000	9538.000000	9447.000000	9635.000000	10408.000000	10497.000000	10957.000000	11083.000000	11801.000000	11958.000000
174.192734	11647.000000	11310.000000	11704.000000	11365.000000	11357.000000	10961.000000	11120.000000	11485.000000	11996.000000	12490.000000	12970.000000	12841.000000	12786.000000	13299.000000	13272.000000	12771.000000	12363.000000	11578.000000	12159.000000	12901.000000	12803.000000	13362.000000	13376.000000	14005.000000	13967.000000
174.323013	17371.000000	16432.000000	17281.000000	17028.000000	16601.000000	16733.000000	16875.000000	17471.000000	18414.000000	18514.000000	19536.000000	19319.000000	19141.000000	20015.000000	20038.000000	19635.000000	19622.000000	17639.000000	19030.000000	19807.000000	19741.000000	20708.000000	20853.000000	21826.000000	21529.000000
174.453293	17171.000000	16253.000000	17086.000000	16590.000000	16327.000000	16394.000000	16496.000000	16994.000000	17931.000000	18335.000000	19282.000000	19098.000000	18837.000000	19644.000000	19526.000000	19386.000000	19146.000000	17175.000000	18518.000000	19464.000000	19534.000000	20469.000000	20651.000000	21585.000000	21142.000000
174.583588	17227.000000	16689.000000	17297.000000	16726.000000	16533.000000	16114.000000	16100.000000	16865.000000	17757.000000	18775.000000	19902.000000	19795.000000	19419.000000	20145.000000	20385.000000	19536.000000	19019.000000	17029.000000	18527.000000	19672.000000	20178.000000	21074.000000	21229.000000	22536.000000	22177.000000
174.713882	13192.000000	12807.000000	12986.000000	12535.000000	12510.000000	12069.000000	11977.000000	12493.000000	13024.000000	13878.000000	14652.000000	14416.000000	14377.000000	14775.000000	14867.000000	14190.000000	13910.000000	12646.000000	13619.000000	14535.000000	14990.000000	15258.000000	15603.000000	16365.000000	16205.000000
174.844177	10785.000000	10686.000000	10749.000000	10217.000000	10317.000000	9237.000000	9177.000000	9837.000000	9847.000000	11348.000000	11750.000000	11599.000000	11587.000000	11642.000000	12151.000000	10912.000000	10275.000000	9921.000000	10326.000000	11288.000000	11666.000000	11710.000000	12252.000000	12926.000000	12797.000000
