200.000	164.335938
200.020	528.785156
200.040	-100.949219
200.060	-182.195313
200.080	96.113281
200.100	795.234375
200.120	-7.195313
200.140	39.558594
200.160	-315.093750
200.180	808.699219
200.200	476.660156
200.220	623.261719
200.240	342.035156
200.260	512.558594
200.280	-68.476563
200.300	265.007813
200.320	534.968750
200.340	454.062500
200.360	243.500000
200.380	-306.203125
200.400	976.085938
200.420	461.632813
200.440	436.332031
200.460	547.843750
200.480	197.734375
200.500	32.617188
200.520	-236.390625
200.540	595.863281
200.560	-92.246094
200.580	292.683594
200.600	247.164063
200.620	-158.023438
200.640	435.046875
200.660	645.554688
200.680	593.769531
200.700	956.335938
200.720	727.328125
200.740	937.183594
200.760	1087.636719
200.780	513.714844
200.800	309.527344
200.820	104.519531
200.840	1087.304688
200.860	32.882813
200.880	347.089844
200.900	869.375000
200.920	547.511719
200.940	324.453125
200.960	-1.566406
200.980	345.378906
201.000	-16.285156
201.020	313.929688
201.040	566.195313
201.060	323.636719
201.080	189.332031
201.100	352.554688
201.120	340.292969
201.140	801.792969
201.160	181.042969
201.180	28.718750
201.200	-117.453125
201.220	181.324219
201.240	528.429688
201.260	218.484375
201.280	-144.683594
201.300	672.785156
201.320	-133.359375
201.340	313.683594
201.360	582.542969
201.380	143.503906
201.400	1231.988281
201.420	319.761719
201.440	54.816406
201.460	-1.316406
201.480	360.843750
201.500	319.207031
201.520	-56.613281
201.540	736.722656
201.560	482.117188
201.580	263.101563
201.600	66.726563
201.620	637.542969
201.640	66.394531
201.660	358.941406
201.680	379.949219
201.700	278.558594
201.720	340.304688
201.740	154.285156
201.760	404.621094
201.780	125.664063
201.800	589.582031
201.820	87.949219
201.840	300.816406
201.860	468.636719
201.880	558.585938
201.900	532.273438
201.920	152.082031
201.940	471.167969
201.960	-87.957031
201.980	579.695313
202.000	-202.664063
202.020	417.226563
202.040	28.097656
202.060	191.835938
202.080	-81.542969
202.100	781.277344
202.120	331.261719
202.140	499.550781
202.160	167.765625
202.180	21.113281
202.200	389.714844
202.220	31.062500
202.240	261.640625
202.260	15.882813
202.280	392.843750
202.300	794.320313
202.320	639.281250
202.340	657.031250
202.360	560.988281
202.380	190.250000
202.400	-323.398438
202.420	569.335938
202.440	698.687500
202.460	452.734375
202.480	202.195313
202.500	444.289063
202.520	183.234375
202.540	-358.347656
202.560	-24.878906
202.580	252.781250
202.600	226.000000
202.620	-148.605469
202.640	380.796875
202.660	354.308594
202.680	448.437500
202.700	-118.667969
202.720	-429.648438
202.740	263.585938
202.760	-143.878906
202.780	809.269531
202.800	300.593750
202.820	174.003906
202.840	535.582031
202.860	441.812500
202.880	-43.140625
202.900	131.917969
202.920	215.132813
202.940	-10.859375
202.960	487.304688
202.980	-187.734375
203.000	-539.707031
203.020	46.125000
203.040	-112.703125
203.060	-321.871094
