200.000	-37.675781
200.020	-104.910156
200.040	-326.855469
200.060	213.761719
200.080	654.601563
200.100	394.367188
200.120	448.500000
200.140	252.195313
200.160	-157.910156
200.180	141.523438
200.200	102.136719
200.220	467.882813
200.240	140.605469
200.260	760.613281
200.280	-74.218750
200.300	442.675781
200.320	456.480469
200.340	363.203125
200.360	313.468750
200.380	-395.734375
200.400	871.082031
200.420	473.285156
200.440	372.531250
200.460	439.363281
200.480	98.058594
200.500	-174.714844
200.520	65.187500
200.540	711.468750
200.560	428.578125
200.580	726.468750
200.600	202.847656
200.620	-8.875000
200.640	-75.191406
200.660	635.199219
200.680	411.359375
200.700	1169.628906
200.720	280.324219
200.740	1343.843750
200.760	358.847656
200.780	1067.906250
200.800	-186.859375
200.820	180.175781
200.840	380.496094
200.860	-16.730469
200.880	339.695313
200.900	774.789063
200.920	266.585938
200.940	660.859375
200.960	-327.546875
200.980	520.476563
201.000	-431.546875
201.020	-368.644531
201.040	215.863281
201.060	550.019531
201.080	30.312500
201.100	161.863281
201.120	306.496094
201.140	931.601563
201.160	46.714844
201.180	360.082031
201.200	-18.453125
201.220	632.722656
201.240	438.980469
201.260	291.492188
201.280	-542.816406
201.300	828.578125
201.320	-500.039063
201.340	629.425781
201.360	489.750000
201.380	576.308594
201.400	460.792969
201.420	153.527344
201.440	251.312500
201.460	-1.113281
201.480	279.011719
201.500	417.171875
201.520	178.023438
201.540	827.125000
201.560	212.468750
201.580	555.332031
201.600	62.082031
201.620	765.683594
201.640	-142.261719
201.660	477.570313
201.680	40.996094
201.700	221.464844
201.720	285.609375
201.740	707.304688
201.760	15.632813
201.780	-142.042969
201.800	12.847656
201.820	34.109375
201.840	398.496094
201.860	622.460938
201.880	263.839844
201.900	156.371094
201.920	-305.398438
201.940	95.042969
201.960	366.410156
201.980	431.789063
202.000	92.800781
202.020	-113.382813
202.040	523.847656
202.060	192.882813
202.080	-331.285156
202.100	525.484375
202.120	117.289063
202.140	56.382813
202.160	360.128906
202.180	142.574219
202.200	195.839844
202.220	183.613281
202.240	1.343750
202.260	237.882813
202.280	119.832031
202.300	646.503906
202.320	176.195313
202.340	763.839844
202.360	817.914063
202.380	770.929688
202.400	-544.000000
202.420	161.625000
202.440	375.082031
202.460	305.582031
202.480	53.894531
202.500	510.800781
202.520	477.507813
202.540	-718.410156
202.560	-162.355469
202.580	-616.546875
202.600	496.210938
202.620	-112.953125
202.640	125.574219
202.660	-31.343750
202.680	528.132813
202.700	-216.953125
202.720	244.214844
202.740	387.894531
202.760	10.929688
202.780	507.820313
202.800	707.652344
202.820	278.828125
202.840	660.328125
202.860	-136.988281
202.880	772.781250
202.900	627.250000
202.920	1041.101563
202.940	-16.636719
202.960	475.542969
202.980	-677.515625
203.000	-375.304688
203.020	-14.343750
203.040	-353.425781
203.060	105.781250
203.080	295.457031
203.100	65.203125
203.120	-84.156250
203.140	102.546875
203.160	717.300781
203.180	451.250000
203.200	209.847656
203.220	190.097656
203.240	867.476563
203.260	440.761719
203.280	385.781250
203.300	396.832031
203.320	491.968750
203.340	680.789063
203.360	320.101563
203.380	126.343750
203.400	74.042969
203.420	612.363281
203.440	217.441406
203.460	279.425781
203.480	69.671875
203.500	-116.449219
203.520	26.691406
203.540	713.535156
203.560	603.562500
203.580	396.800781
203.600	-78.789063
203.620	353.007813
203.640	-26.996094
203.660	896.019531
203.680	214.195313
203.700	935.699219
203.720	-100.593750
203.740	725.273438
203.760	-13.832031
203.780	520.148438
203.800	370.996094
203.820	262.328125
203.840	-53.382813
203.860	502.535156
203.880	265.839844
203.900	201.660156
203.920	196.824219
203.940	181.582031
203.960	306.269531
203.980	406.875000
204.000	795.355469
204.020	281.593750
204.040	-165.074219
204.060	466.824219
