827.09589	511241	
827.10413	481693	
827.11243	476518	
827.12073	472044	
827.12897	462739	
827.13727	460119	
827.14557	438454	
827.15387	456851	
827.16211	453221	
827.17041	456769	
827.17871	468163	
827.18701	464972	
827.19525	462157	
827.20355	445222	
827.21185	446961	
827.22009	446621	
827.22839	458736	
827.23669	453486	
827.245	444728	
827.25323	433144	
827.26154	423426	
827.26984	451965	
827.27808	437001	
827.28638	422907	
827.29468	425791	
827.30292	432286	
827.31122	425033	
827.31952	437530	
827.32776	421759	
827.33606	427531	
827.34436	418553	
827.35266	423783	
827.3609	431078	
827.3692	415004	
827.3775	419430	
827.38574	412344	
827.39404	413235	
827.40234	434716	
827.41058	413758	
827.41888	432614	
827.42719	408602	
827.43542	428694	
827.44373	413305	
827.45203	418056	
827.46027	419803	
827.46857	410220	
827.47687	427382	
827.48511	426542	
827.49341	414337	
827.50165	416571	
827.50995	409405	
827.51825	425878	
827.52649	406448	
827.53479	415548	
827.54309	404725	
827.55133	412602	
827.55963	418075	
827.56793	429413	
827.57617	427676	
827.58447	433574	
827.59271	409481	
827.60101	409588	
827.60931	412448	
827.61755	415824	
827.62585	390864	
827.63409	401676	
827.6424	418146	
827.6507	408223	
827.65894	392614	
827.66724	416938	
827.67548	407636	
827.68378	410034	
827.69208	405219	
827.70032	401581	
827.70862	402040	
827.71686	399411	
827.72516	424463	
827.73346	409512	
827.7417	413367	
827.75	400595	
827.75824	404574	
827.76654	381556	
827.77484	391969	
827.78308	374838	
827.79138	377912	
827.79962	372693	
827.80792	385127	
827.81616	365027	
827.82446	370765	
827.83276	374008	
827.841	358937	
827.8493	359295	
827.85754	362825	
827.86584	342252	
827.87408	358224	
827.88239	348010	
827.89063	333101	
827.89893	346305	
827.90717	343326	
827.91547	337768	
827.92377	345387	
827.93201	345398	
827.94031	330223	
827.94855	335282	
827.95685	331071	
827.96509	340127	
827.97339	325055	
827.98163	326681	
827.98993	333789	
827.99817	344783	
828.00647	337905	
828.01471	346858	
828.02301	335178	
828.03125	335592	
828.03955	329059	
828.04779	339390	
828.05609	342828	
828.06433	362216	
828.07263	335289	
828.08087	349967	
828.08917	349046	
828.09741	348783	
828.10571	370117	
828.11395	359770	
828.12225	340483	
828.13049	357432	
828.13879	340625	
828.14703	360934	
828.15533	360071	
828.16357	362111	
828.17188	354941	
828.18011	360328	
828.18842	360326	
828.19666	362995	
828.20496	353017	
828.2132	360743	
828.2215	369660	
828.22974	361664	
828.23804	374185	
828.24628	385743	
828.25452	377390	
828.26282	368520	
828.27106	376301	
828.27936	351350	
828.2876	345153	
828.2959	368441	
828.30414	352503	
828.31244	386016	
828.32068	369303	
828.32898	371512	
828.33722	391860	
828.34546	371721	
828.35376	368923	
828.362	372817	
828.3703	378918	
828.37854	374832	
828.38684	376355	
828.39508	382577	
828.40332	384365	
828.41162	374931	
828.41986	362120	
828.42816	367694	
828.4364	372736	
828.44464	384830	
828.45294	369099	
828.46118	381497	
828.46948	365897	
828.47772	370033	
828.48602	380262	
828.49426	372976	
828.5025	369733	
828.5108	374446	
828.51904	374156	
828.52728	377298	
828.53558	374693	
828.54382	386502	
828.55212	361852	
828.56036	376187	
828.5686	388424	
828.5769	370395	
828.58514	359303	
828.59344	355127	
828.60168	374290	
828.60992	381617	
828.61823	369876	
828.62646	373382	
828.6347	399176	
828.64301	385770	
828.65125	362643	
828.65948	359556	
828.66779	375092	
828.67603	365617	
828.68433	374656	
828.69257	384022	
828.70081	380103	
828.70911	370009	
828.71735	373421	
828.72559	380284	
828.73389	369790	
828.74213	370858	
828.75037	370381	
828.75867	373139	
828.76691	375881	
828.77515	379574	
828.78345	382706	
828.79169	390757	
828.79993	386886	
828.80823	385526	
828.81647	401215	
828.82471	382162	
828.83301	391940	
828.84125	403094	
828.84949	364698	
828.85773	368838	
828.86603	366596	
828.87427	358709	
828.88251	370856	
828.89081	379885	
828.89905	384451	
828.90729	383302	
828.91559	387377	
828.92383	390228	
828.93207	377060	
828.94031	368569	
828.94861	380809	
828.95685	362954	
828.96509	368920	
828.97339	382662	
828.98163	378268	
828.98987	377138	
828.99811	368284	
829.00641	380026	
829.01465	367182	
829.02289	370860	
829.03113	361637	
829.03943	367728	
829.04767	367761	
829.05591	360056	
829.06421	365070	
829.07245	368634	
829.08069	371628	
829.08893	360823	
829.09723	365230	
829.10547	355323	
829.11371	357570	
829.12195	352875	
829.13025	356565	
829.13849	371918	
829.14673	366940	
829.15497	364149	
829.16321	388784	
829.17151	369500	
829.17975	351106	
829.18799	362362	
829.19623	363833	
829.20453	352028	
829.21277	372391	
829.22101	345446	
829.22925	361746	
829.23749	344226	
829.24579	348606	
829.25403	357022	
829.26227	371568	
829.27051	368969	
829.27881	350415	
829.28705	353093	
829.29529	350307	
